"assessid","stockid","mgmt","assessor","years","start_year","report_year","method","methodshort","methodlong","country","region","area","areaid","stocklong","class","order","family","genus","species","species_orig","comm_name","assess_if_mostrecent","assesssource","state_of_stock","primary_country","primary_FAOarea","assess_notes","M","M_year","M_notes","M_source","M_source_notes","B_start","B_end","F_start","F_end","C_start","C_end","terminal_year","assess_order","ty","ty_minus1","key_ty","key_ty_minus1","B_ty","B_ty_minus1","B_type","B_unit","TBbest_ty","TBbest_ty_minus1","TB_ty","TB_ty_minus1","TN_ty","TN_ty_minus1","SSB_ty","SSB_ty_minus1","SSB_E00eggs_ty","SSB_E00eggs_ty_minus1","F_ty","F_ty_minus1","F_type","F_unit","ERbest_ty","ERbest_ty_minus1","ER_ty","ER_ty_minus1","instF_ty","instF_ty_minus1","ERmsybest","ERmsybest_notes","ERmgt","ERmgt_notes","Fmsy","Fmsy_notes","Fmgt","Fmgt_notes","Flim","Flim_notes","TBmsybest","TBmsybest_notes","SSBmsy","SSBmsy_notes","SSBmgt","SSBmgt_notes"
"DFO-PAC-HERRWCVANI-1949-2018-ASHBROOK","HERRWCVANI","DFO","DFO-PAC","1949-2018",1949,2018,"Statistical catch at age model","ICA","Integrated Catch-at-age Analysis","Canada","Canada West Coast","West Coast of Vancouver Island","Canada-DFO-WCVANI","Pacific herring West Coast of Vancouver Island","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Clupea pallasii","Pacific herring",999,"http://www.dfo-mpo.gc.ca/csas-sccs/Publications/SAR-AS/2018/2018_002-eng.html","Current","Canada",67,"NULL",NA,NA,NA,NA,NA,1951,2018,NA,NA,1951,2016,2016,1,2007,2006,"DFO-PAC-HERRWCVANI-1949-2018-ASHBROOK_2007","DFO-PAC-HERRWCVANI-1949-2018-ASHBROOK_2006",4846.0717,5078.3324,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,4846.0717,5078.3324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DFO-PAC-HERRWCVANI-1951-2007-COLLIE","HERRWCVANI","DFO","DFO-PAC","1951-2007",1951,2007,"Statistical catch at age model","AD-CAM","an AD-Model builder statistical Catch at Age Model","Canada","Canada West Coast","West Coast of Vancouver Island","Canada-DFO-WCVANI","Pacific herring West Coast of Vancouver Island","Actinopterygii","Clupeiformes","Clupeidae","Clupea","Clupea pallasii pallasii","Clupea pallasii","Pacific herring",0,"received from contact","Current","Canada",67,"this is a test entry only",NA,NA,NA,NA,NA,1951,2007,1951,2007,1951,2007,2007,3,2007,2006,"DFO-PAC-HERRWCVANI-1951-2007-COLLIE_2007","DFO-PAC-HERRWCVANI-1951-2007-COLLIE_2006",2140,2770,"SSB-MT","MT",2140,2770,2140,2770,NA,NA,2140,2770,NA,NA,0,0,"ERbest-ratio","ratio",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2013-ICESIMP2016","HMACKIIa-IVa-Vb-VIa-VII-VIII","ICES","WGWIDE","1982-2013",1982,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 2a-4a-5b-6a-7-8","multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII","Horse mackerel ICES 2a-4a-5b-6a-7-8","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hom-west.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2013,1982,2012,1982,2012,2012,5,2012,2011,"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2013-ICESIMP2016_2012","WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2013-ICESIMP2016_2011",1270000,1550000,"TBbest-MT","MT",1270000,1550000,1270000,1550000,NA,NA,1060000,1260000,NA,NA,0.136220472440945,0.129032258064516,"ERbest-ratio","ratio",0.136220472440945,0.129032258064516,NA,NA,0.193,0.144,NA,NA,NA,NA,"0.13","","0.13","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2014-ICESIMP2016","HMACKIIa-IVa-Vb-VIa-VII-VIII","ICES","WGWIDE","1982-2014",1982,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 2a-4a-5b-6a-7-8","multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII","Horse mackerel ICES 2a-4a-5b-6a-7-8","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hom-west.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2014,1982,2013,1982,2013,2013,4,2012,2011,"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2014-ICESIMP2016_2012","WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2014-ICESIMP2016_2011",1190000,1450000,"TBbest-MT","MT",1190000,1450000,1190000,1450000,NA,NA,955000,1100000,NA,NA,0.142857142857143,0.137931034482759,"ERbest-ratio","ratio",0.142857142857143,0.137931034482759,NA,NA,0.157,0.129,NA,NA,NA,NA,"0.13","","0.13","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,"634577","SSBtrigmsy-MT"
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2015-ICESIMP2016","HMACKIIa-IVa-Vb-VIa-VII-VIII","ICES","WGWIDE","1982-2015",1982,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 2a-4a-5b-6a-7-8","multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII","Horse mackerel ICES 2a-4a-5b-6a-7-8","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hom-west.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1982,2015,1982,2014,1982,2014,2014,3,2012,2011,"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2015-ICESIMP2016_2012","WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2015-ICESIMP2016_2011",1240000,1500000,"TBbest-MT","MT",1240000,1500000,1240000,1500000,NA,NA,957000,1060000,NA,NA,0.139516129032258,0.133333333333333,"ERbest-ratio","ratio",0.139516129032258,0.133333333333333,NA,NA,0.125,0.111,NA,NA,NA,NA,"0.13","","0.13","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,"634577","SSBtrigmsy-MT"
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2016-ICESIMP2018","HMACKIIa-IVa-Vb-VIa-VII-VIII","ICES","WGWIDE","1982-2016",1982,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 2a-4a-5b-6a-7-8","multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII","Horse mackerel ICES 2a-4a-5b-6a-7-8","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hom-west.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1982,2016,1982,2015,1982,2015,2015,2,2012,2011,"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2016-ICESIMP2018_2012","WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2016-ICESIMP2018_2011",1030000,1260000,"TBbest-MT","MT",1030000,1260000,1030000,1260000,NA,NA,763000,849000,NA,NA,0.167961165048544,0.158730158730159,"ERbest-ratio","ratio",0.167961165048544,0.158730158730159,NA,NA,0.13,0.117,NA,NA,NA,NA,"0.13","","0.13","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,"634577","SSBtrigmsy-MT"
"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2017-ICESIMP2018","HMACKIIa-IVa-Vb-VIa-VII-VIII","ICES","WGWIDE","1982-2017",1982,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 2a-4a-5b-6a-7-8","multinational-ICES-IIa-IVa-Vb-VIa-VII-VIII","Horse mackerel ICES 2a-4a-5b-6a-7-8","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.2a4a5b6a7a-ce-k8.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1982,2017,1982,2016,1982,2016,2016,1,2012,2011,"WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2017-ICESIMP2018_2012","WGWIDE-HMACKIIa-IVa-Vb-VIa-VII-VIII-1982-2017-ICESIMP2018_2011",1320000,1460000,"TBbest-MT","MT",1320000,1460000,1320000,1460000,NA,NA,1170000,1220000,NA,NA,0.128787878787879,0.132876712328767,"ERbest-ratio","ratio",0.128787878787879,0.132876712328767,NA,NA,0.114,0.12,NA,NA,NA,NA,"0.108","","0.108","Fmsy-1/yr","0.151","",NA,NA,NA,NA,"911588","SSBtrigmsy-MT"
"WGWIDE-HMACKIIIa-IVbc-VIId-1982-2015-ICESIMP2016","HMACKIIIa-IVbc-VIId","ICES","WGWIDE","1982-2015",1982,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4bc-7d","multinational-ICES-IIIa-IVbc-VIId","Horse mackerel ICES 3a-4bc-7d","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hom-nsea.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,2014,2014,3,2014,2013,"WGWIDE-HMACKIIIa-IVbc-VIId-1982-2015-ICESIMP2016_2014","WGWIDE-HMACKIIIa-IVbc-VIId-1982-2015-ICESIMP2016_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGWIDE-HMACKIIIa-IVbc-VIId-1982-2015-ICESIMP2018","HMACKIIIa-IVbc-VIId","ICES","WGWIDE","1982-2015",1982,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4bc-7d","multinational-ICES-IIIa-IVbc-VIId","Horse mackerel ICES 3a-4bc-7d","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hom-nsea.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,2015,2015,2,2014,2013,"WGWIDE-HMACKIIIa-IVbc-VIId-1982-2015-ICESIMP2018_2014","WGWIDE-HMACKIIIa-IVbc-VIId-1982-2015-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGWIDE-HMACKIIIa-IVbc-VIId-1982-2016-ICESIMP2018","HMACKIIIa-IVbc-VIId","ICES","WGWIDE","1982-2016",1982,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","ICES 3a-4bc-7d","multinational-ICES-IIIa-IVbc-VIId","Horse mackerel ICES 3a-4bc-7d","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",999,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.3a4bc7d.pdf","Current","Netherlands",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,1982,2016,2016,1,2014,2013,"WGWIDE-HMACKIIIa-IVbc-VIId-1982-2016-ICESIMP2018_2014","WGWIDE-HMACKIIIa-IVbc-VIId-1982-2016-ICESIMP2018_2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WGHANSA-HMACKIXa-1992-2013-ICESIMP2016","HMACKIXa","ICES","WGHANSA","1992-2013",1992,2013,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Portugese Waters -East","multinational-ICES-IXa","Horse mackerel Portugese Waters -East","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2013/2013/hom-soth.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1992,2013,1992,2012,1992,2012,2012,6,2012,2011,"WGHANSA-HMACKIXa-1992-2013-ICESIMP2016_2012","WGHANSA-HMACKIXa-1992-2013-ICESIMP2016_2011",222000,230000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,222000,230000,NA,NA,0.07,0.08,"F-1/yr","1/yr",NA,NA,NA,NA,0.07,0.08,NA,NA,NA,NA,"0.11","","0.11","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"WGHANSA-HMACKIXa-1992-2014-ICESIMP2016","HMACKIXa","ICES","WGHANSA","1992-2014",1992,2014,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Portugese Waters -East","multinational-ICES-IXa","Horse mackerel Portugese Waters -East","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2014/2014/hom-soth.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1992,2014,1992,2013,1992,2013,2013,5,2012,2011,"WGHANSA-HMACKIXa-1992-2014-ICESIMP2016_2012","WGHANSA-HMACKIXa-1992-2014-ICESIMP2016_2011",311000,307000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,311000,307000,NA,NA,0.0489,0.0505,"F-1/yr","1/yr",NA,NA,NA,NA,0.0489,0.0505,NA,NA,NA,NA,"0.11","","0.11","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"WGHANSA-HMACKIXa-1992-2015-ICESIMP2016","HMACKIXa","ICES","WGHANSA","1992-2015",1992,2015,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Portugese Waters -East","multinational-ICES-IXa","Horse mackerel Portugese Waters -East","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2015/2015/hom-soth.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1992,2015,1992,2014,1992,2014,2014,4,2012,2011,"WGHANSA-HMACKIXa-1992-2015-ICESIMP2016_2012","WGHANSA-HMACKIXa-1992-2015-ICESIMP2016_2011",345000,343000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,345000,343000,NA,NA,0.0485,0.0479,"F-1/yr","1/yr",NA,NA,NA,NA,0.0485,0.0479,NA,NA,NA,NA,"0.11","","0.11","Fmsy-1/yr",NA,NA,NA,NA,NA,NA,NA,NA
"WGHANSA-HMACKIXa-1992-2016-ICESIMP2016","HMACKIXa","ICES","WGHANSA","1992-2016",1992,2016,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Portugese Waters -East","multinational-ICES-IXa","Horse mackerel Portugese Waters -East","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2016/2016/hom-soth.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2016",NA,NA,NA,NA,NA,1992,2016,1992,2015,1992,2015,2015,3,2012,2011,"WGHANSA-HMACKIXa-1992-2016-ICESIMP2016_2012","WGHANSA-HMACKIXa-1992-2016-ICESIMP2016_2011",394000,371000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,394000,371000,NA,NA,0.0433,0.043,"F-1/yr","1/yr",NA,NA,NA,NA,0.0433,0.043,NA,NA,NA,NA,"0.11","","0.11","Fmsy-1/yr","0.19","",NA,NA,NA,NA,"181000","SSBtrigmsy-MT"
"WGHANSA-HMACKIXa-1992-2017-ICESIMP2018","HMACKIXa","ICES","WGHANSA","1992-2017",1992,2017,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Portugese Waters -East","multinational-ICES-IXa","Horse mackerel Portugese Waters -East","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",0,"http://www.ices.dk/sites/pub/Publication Reports/Advice/2017/2017/hom.27.9a.pdf","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1992,2017,1992,2016,1992,2016,2016,2,2012,2011,"WGHANSA-HMACKIXa-1992-2017-ICESIMP2018_2012","WGHANSA-HMACKIXa-1992-2017-ICESIMP2018_2011",350000,331000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,350000,331000,NA,NA,0.0483,0.0479,"F-1/yr","1/yr",NA,NA,NA,NA,0.0483,0.0479,NA,NA,NA,NA,"0.11","","0.11","Fmsy-1/yr","0.19","",NA,NA,NA,NA,"181000","SSBtrigmsy-MT"
"WGHANSA-HMACKIXa-1992-2018-ICESIMP2018","HMACKIXa","ICES","WGHANSA","1992-2018",1992,2018,"Unknown","Unknown","Unknown","multinational","Europe (EU)","Portugese Waters -East","multinational-ICES-IXa","Horse mackerel Portugese Waters -East","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus trachurus","Trachurus trachurus","Horse mackerel",999,"","Current","Portugal",27,"Imported from ICES data dump covering 2011-2018",NA,NA,NA,NA,NA,1992,2018,NA,NA,1992,2017,2017,1,2012,2011,"WGHANSA-HMACKIXa-1992-2018-ICESIMP2018_2012","WGHANSA-HMACKIXa-1992-2018-ICESIMP2018_2011",389000,363000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,389000,363000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"181000","SSBtrigmsy-MT"
"NIWA-HOKIENZ-1970-2012-CORDUE","HOKIENZ","MFish","NIWA","1970-2012",1970,2012,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Eastern New Zealand","New Zealand-MFish-ENZ","Hoki Eastern New Zealand","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",0,"http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212","Current","New Zealand",81,"","0.29","NULL","mean male and female for ages 3-12 incl.",NA,NA,1970,2012,1970,2012,1972,2012,2012,2,2012,2011,"NIWA-HOKIENZ-1970-2012-CORDUE_2012","NIWA-HOKIENZ-1970-2012-CORDUE_2011",212000,194000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,212000,194000,NA,NA,0.0889,0.0876,"ERbest-ratio","ratio",0.0889,0.0876,0.0889,0.0876,0.107,0.0994,"0.28","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"307142.8571","TBmsy-MT","171175.2","","181873.65","SB42.5%-MT"
"NIWA-HOKIENZ-1970-2015-FU","HOKIENZ","MFish","NIWA","1970-2015",1970,2015,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Eastern New Zealand","New Zealand-MFish-ENZ","Hoki Eastern New Zealand","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",999,"http://fs.fish.govt.nz/Doc/24005/FAR-2016-01-hoki-assessment-2015.pdf.ashx","Current","New Zealand",81,"","0.29","NULL","mean male and female for ages 3-12 incl.",NA,NA,1970,2015,1972,2015,1972,2015,2015,1,2012,2011,"NIWA-HOKIENZ-1970-2015-FU_2012","NIWA-HOKIENZ-1970-2015-FU_2011",254000,230000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,254000,230000,NA,NA,0.087,0.087,"ERbest-ratio","ratio",0.087,0.087,0.087,0.087,NA,NA,"0.29","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"252068.965517241","TBmsy-calc-MT","177429.6","","188518.95","SB42.5%-MT"
"NIWA-HOKIWNZ-1970-2012-CORDUE","HOKIWNZ","MFish","NIWA","1970-2012",1970,2012,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Western New Zealand","New Zealand-MFish-WNZ","Hoki Western New Zealand","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",0,"http://fs.fish.govt.nz/Page.aspx?pk=61&tk=212","Current","New Zealand",81,"","0.29","NULL","mean of male and females ages 3-12 incl.",NA,NA,1970,2012,1970,2012,1972,2012,2012,2,2012,2011,"NIWA-HOKIWNZ-1970-2012-CORDUE_2012","NIWA-HOKIWNZ-1970-2012-CORDUE_2011",270000,262000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,270000,262000,NA,NA,0.14,0.133,"ERbest-ratio","ratio",0.14,0.133,0.14,0.133,0.137,0.135,"0.25","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"508000","TBmsy-MT","303464","","322430.5","SB42.5%-MT"
"NIWA-HOKIWNZ-1970-2015-FU","HOKIWNZ","MFish","NIWA","1970-2015",1970,2015,"Integrated Analysis","CASAL","CASAL","New Zealand","New Zealand","Western New Zealand","New Zealand-MFish-WNZ","Hoki Western New Zealand","Actinopterygii","Gadiformes","Merlucciidae","Macruronus","Macruronus novaezelandiae","Macruronus novaezelandiae","Hoki",999,"http://fs.fish.govt.nz/Doc/24005/FAR-2016-01-hoki-assessment-2015.pdf.ashx","Current","New Zealand",81,"","0.29","NULL","mean male and female for ages 3-12 incl.",NA,NA,1970,2015,1972,2015,1972,2015,2015,1,2012,2011,"NIWA-HOKIWNZ-1970-2015-FU_2012","NIWA-HOKIWNZ-1970-2015-FU_2011",329000,316000,"SSB-MT","MT",NA,NA,NA,NA,NA,NA,329000,316000,NA,NA,0.118,0.11,"ERbest-ratio","ratio",0.118,0.11,0.118,0.11,NA,NA,"0.25","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"479200","TBmsy-calc-MT","309677.6","","329032.45","SB42.5%-MT"
"FAFRFJ-JMACKPJPN-1982-2009-ONO","JMACKPJPN","FAJ","FAFRFJ","1982-2009",1982,2009,"VPA","VPA","Virtual Population Analysis","Japan","Japan","Pacific Coast of Japan","Japan-FAJ-PJPN","Japanese jack mackerel Pacific Coast of Japan","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Trachurus japonicus","Japanese jack mackerel",0,"http://abchan.job.affrc.go.jp/digests22/details/2203.pdf","Current","Japan",61,"in japanese","0.5","NULL","",NA,NA,1982,2009,1982,2009,1982,2009,2009,2,2009,2008,"FAFRFJ-JMACKPJPN-1982-2009-ONO_2009","FAFRFJ-JMACKPJPN-1982-2009-ONO_2008",68000,75000,"TBbest-MT","MT",68000,75000,68000,75000,NA,NA,23000,27000,NA,NA,0.382,0.533,"ERbest-ratio","ratio",0.382,0.533,0.382,0.533,1.26,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAFRFJ-JMACKPJPN-1982-2013-JPNIMP2016","JMACKPJPN","FAJ","FAFRFJ","1982-2013",1982,2013,"Unknown","Unknown","Unknown","Japan","Japan","Pacific Coast of Japan","Japan-FAJ-PJPN","Japanese jack mackerel Pacific Coast of Japan","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Trachurus japonicus","Japanese jack mackerel",999,"http://abchan.job.affrc.go.jp/digests25/details/2503.pdf","Current","Japan",61,"Imported from Japanese data dump received 2016","0.5","NULL","",NA,NA,1982,2013,1982,2013,1982,2013,2013,1,2009,2008,"FAFRFJ-JMACKPJPN-1982-2013-JPNIMP2016_2009","FAFRFJ-JMACKPJPN-1982-2013-JPNIMP2016_2008",57700,76300,"TBbest-MT","MT",57700,76300,57700,76300,NA,NA,24600,29700,NA,NA,0.407279029462738,0.516382699868938,"ERbest-ratio","ratio",0.407279029462738,0.516382699868938,NA,NA,NA,NA,"0.341","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"208036.888445748","TBmsy-calc-MT","116600","",NA,NA
"FAFRFJ-JMACKTSST-1973-2010-ONO","JMACKTSST","FAJ","FAFRFJ","1973-2010",1973,2010,"VPA","VPA","Virtual Population Analysis","Japan","Japan","Tsushima Strait","Japan-FAJ-TSST","Japanese jack mackerel Tsushima Strait","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Trachurus japonicus","Japanese jack mackerel",0,"","Current","Japan",61,"in japanese","0.5","NULL","",NA,NA,1973,2010,1973,2010,1973,2010,2010,2,2010,2009,"FAFRFJ-JMACKTSST-1973-2010-ONO_2010","FAFRFJ-JMACKTSST-1973-2010-ONO_2009",456000,426000,"TBbest-MT","MT",456000,426000,456000,426000,NA,NA,238000,260000,NA,NA,0.325,0.371,"ERbest-ratio","ratio",0.325,0.371,0.325,0.371,0.736,0.855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FAFRFJ-JMACKTSST-1973-2013-JPNIMP2016","JMACKTSST","FAJ","FAFRFJ","1973-2013",1973,2013,"Unknown","Unknown","Unknown","Japan","Japan","Tsushima Strait","Japan-FAJ-TSST","Japanese jack mackerel Tsushima Strait","Actinopterygii","Perciformes","Carangidae","Trachurus","Trachurus japonicus","Trachurus japonicus","Japanese jack mackerel",999,"http://abchan.job.affrc.go.jp/digests25/details/2504.pdf","Current","Japan",61,"Imported from Japanese data dump received 2016","0.5","NULL","",NA,NA,1973,2013,1973,2013,1973,2013,2013,1,2010,2009,"FAFRFJ-JMACKTSST-1973-2013-JPNIMP2016_2010","FAFRFJ-JMACKTSST-1973-2013-JPNIMP2016_2009",381000,385000,"TBbest-MT","MT",381000,385000,381000,385000,NA,NA,203000,219000,NA,NA,0.338582677165354,0.353246753246753,"ERbest-ratio","ratio",0.338582677165354,0.353246753246753,NA,NA,NA,NA,"0.332","ERmsy-ratio",NA,NA,NA,NA,NA,NA,NA,NA,"528739.512349398","TBmsy-calc-MT","292056","",NA,NA
